PollingInstitute;Published;StartCollection;EndCollection;PollYear;PollMonth;PollWeek;Date_numeric;PolicyIndicator;IncumbentParty;Government;GovernmentSupport;SocialdemokraternaS;VänsterpartietV;MiljöpartietMP;ModeraternaM;LiberalernaL;CenterpartietC;KristdemokraternaKD;SverigedemokraternaSD;Övriga partierÖvriga;Unemployment;UnemploymentTrend;HouseholdConsumption;HouseholdConsumptionDetrended;ConsumerPriceIndexFixedInterest;ConsumerPriceIndex;ConsumerConfidence;GovtSearch
Ipsos;2002-09-13T00:00:00Z;2002-09-09;2002-09-11;2002;Sep 2002;2002-37;11943;0;S;S;36,1;36,1;9,7;4,9;17,9;14,6;5,0;9,0;NA;2,8;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Novus;2002-09-13T00:00:00Z;2002-09-10;2002-09-12;2002;Sep 2002;2002-37;11943;0;S;S;36,2;36,2;10,9;4,9;16,7;12,6;5,7;9,8;NA;3,2;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Sifo;2002-09-14T00:00:00Z;2002-09-04;2002-09-11;2002;Sep 2002;2002-37;11944;0;S;S;37,3;37,3;9,1;4,5;17,1;15,1;6,8;8,5;NA;1,6;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Skop;2002-09-14T00:00:00Z;2002-09-07;2002-09-13;2002;Sep 2002;2002-37;11944;0;S;S;37,5;37,5;10,0;4,3;17,7;12,6;5,2;11,5;NA;1,2;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Sifo;2002-09-14T00:00:00Z;2002-09-11;2002-09-12;2002;Sep 2002;2002-37;11944;0;S;S;37,1;37,1;9,7;4,6;18,2;12,6;5,3;10,2;NA;2,3;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Ipsos;2002-09-14T00:00:00Z;2002-09-11;2002-09-12;2002;Sep 2002;2002-37;11944;0;S;S;36,5;36,5;9,8;5,3;18,2;13,8;4,9;9,2;NA;2,3;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
SVT;2002-09-15T00:00:00Z;2002-09-05;2002-09-15;2002;Sep 2002;2002-37;11945;0;S;S;37,3;37,3;10,0;5,1;15,2;13,0;6,8;9,3;NA;3,3;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Demoskop;2002-09-15T00:00:00Z;2002-09-15;2002-09-15;2002;Sep 2002;2002-37;11945;0;S;S;37,1;37,1;9,8;4,4;17,8;12,9;5,3;9,7;NA;3,0;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
YouGov;2002-09-15T00:00:00Z;2002-09-15;2002-09-15;2002;Sep 2002;2002-37;11945;0;S;S;36,7;36,7;9,4;4,4;17,4;13,2;5,0;10,7;NA;3,2;5,7;6,0;2,4;1,6;1,8;1,7;101,50240;NA
Demoskop;2002-10-01T00:00:00Z;2002-09-24;2002-10-01;2002;Oct 2002;2002-40;11961;0;S;S;41,7;41,7;9,2;4,8;14,5;11,9;5,4;9,6;NA;2,9;5,4;6,1;4,3;1,7;2,2;2,3;101,18480;NA
Sifo;2002-10-20T00:00:00Z;2002-10-01;2002-10-17;2002;Oct 2002;2002-42;11980;0;S;S2;41,7;41,7;8,2;3,7;15,0;14,6;6,4;7,7;NA;2,7;5,4;6,1;4,3;1,7;2,2;2,3;101,18480;NA
Ipsos;2002-10-25T00:00:00Z;2002-10-14;2002-10-23;2002;Oct 2002;2002-43;11985;0;S;S2;42,4;42,4;7,9;3,7;15,3;14,7;6,5;7,3;NA;2,2;5,4;6,1;4,3;1,7;2,2;2,3;101,18480;NA
Novus;2002-10-26T00:00:00Z;2002-10-07;2002-10-24;2002;Oct 2002;2002-43;11986;0;S;S2;41,3;41,3;8,8;4,3;14,9;13,6;6,3;7,4;NA;3,4;5,4;6,1;4,3;1,7;2,2;2,3;101,18480;NA
Demoskop;2002-11-08T00:00:00Z;2002-10-29;2002-11-05;2002;Nov 2002;2002-45;11999;0;S;S2;39,6;39,6;9,2;4,7;13,9;14,9;5,0;8,5;NA;4,2;5,7;6,1;0,9;1,9;1,9;2,0;100,94000;NA
Sifo;2002-11-17T00:00:00Z;2002-10-21;2002-11-14;2002;Nov 2002;2002-46;12008;0;S;S2;39,8;39,8;8,5;4,4;14,9;14,7;6,3;8,5;NA;2,9;5,7;6,1;0,9;1,9;1,9;2,0;100,94000;NA
Novus;2002-11-23T00:00:00Z;2002-11-04;2002-11-21;2002;Nov 2002;2002-47;12014;0;S;S2;42,3;42,3;8,1;5,1;13,5;13,4;5,5;8,6;NA;3,5;5,7;6,1;0,9;1,9;1,9;2,0;100,94000;NA
Ipsos;2002-11-29T00:00:00Z;2002-11-18;2002-11-27;2002;Nov 2002;2002-48;12020;0;S;S2;42,2;42,2;8,3;4,8;17,6;14,4;5,4;6,1;NA;1,2;5,7;6,1;0,9;1,9;1,9;2,0;100,94000;NA
Demoskop;2002-12-06T00:00:00Z;2002-11-01;2002-12-31;2002;Dec 2002;2002-49;12027;0;S;S2;40,0;40,0;9,2;3,6;14,4;15,2;6,6;8,1;NA;2,9;5,9;6,2;1,9;2,0;2,2;2,1;100,57460;NA
Sifo;2002-12-09T00:00:00Z;2002-11-25;2002-12-03;2002;Dec 2002;2002-50;12030;0;S;S2;41,3;41,3;8,2;4,4;18,1;15,0;4,6;6,6;NA;1,8;5,9;6,2;1,9;2,0;2,2;2,1;100,57460;NA
SCB;2002-12-12T00:00:00Z;2002-11-04;2002-11-27;2002;Dec 2002;2002-50;12033;0;S;S2;41,3;41,3;9,1;3,9;15,3;13,7;5,8;8,5;NA;2,4;5,9;6,2;1,9;2,0;2,2;2,1;100,57460;NA
Ipsos;2002-12-20T00:00:00Z;2002-12-09;2002-12-18;2002;Dec 2002;2002-51;12041;0;S;S2;41,1;41,1;9,7;3,2;18,7;13,2;4,9;7,8;NA;1,4;5,9;6,2;1,9;2,0;2,2;2,1;100,57460;NA
Sifo;2002-12-22T00:00:00Z;2002-11-18;2002-12-18;2002;Dec 2002;2002-51;12043;0;S;S2;40,2;40,2;9,0;4,4;15,8;13,9;6,3;7,8;NA;2,6;5,9;6,2;1,9;2,0;2,2;2,1;100,57460;NA
Sifo;2003-01-26T00:00:00Z;2003-01-06;2003-01-23;2003;Jan 2003;2003-04;12078;0;S;S2;39,8;39,8;8,1;4,3;16,9;14,8;6,2;7,7;NA;2,2;6,8;6,2;2,9;2,1;2,8;2,7;100,12720;NA
Ipsos;2003-01-31T00:00:00Z;2003-01-20;2003-01-29;2003;Jan 2003;2003-05;12083;0;S;S2;40,8;40,8;8,7;3,6;17,9;15,0;6,3;6,3;NA;1,4;6,8;6,2;2,9;2,1;2,8;2,7;100,12720;NA
Demoskop;2003-02-04T00:00:00Z;2003-01-28;2003-02-03;2003;Feb 2003;2003-06;12087;0;S;S2;41,0;41,0;7,5;4,8;16,9;13,4;6,2;9,1;NA;1,1;6,3;6,2;2,8;2,2;3,4;3,3;99,74853;NA
Sifo;2003-02-14T00:00:00Z;2003-01-27;2003-02-13;2003;Feb 2003;2003-07;12097;0;S;S2;41,7;41,7;6,9;4,6;14,9;14,8;5,7;8,6;NA;2,8;6,3;6,2;2,8;2,2;3,4;3,3;99,74853;NA
Ipsos;2003-02-28T00:00:00Z;2003-02-17;2003-02-26;2003;Feb 2003;2003-09;12111;0;S;S2;41,8;41,8;7,7;5,1;17,4;13,6;5,1;7,9;NA;1,4;6,3;6,2;2,8;2,2;3,4;3,3;99,74853;NA
Demoskop;2003-03-07T00:00:00Z;2003-02-25;2003-03-04;2003;Mar 2003;2003-10;12118;0;S;S2;39,7;39,7;7,6;4,7;17,0;14,0;6,0;8,4;NA;2,6;6,7;6,3;1,5;2,2;3,1;3,0;99,38016;NA
Sifo;2003-03-10T00:00:00Z;2003-02-24;2003-03-05;2003;Mar 2003;2003-11;12121;0;S;S2;42,0;42,0;7,0;4,4;17,0;15,9;4,6;8,3;NA;0,8;6,7;6,3;1,5;2,2;3,1;3,0;99,38016;NA
Sifo;2003-03-16T00:00:00Z;2003-02-17;2003-03-13;2003;Mar 2003;2003-11;12127;0;S;S2;41,0;41,0;7,6;4,4;16,2;13,2;6,1;9,2;NA;2,3;6,7;6,3;1,5;2,2;3,1;3,0;99,38016;NA
Ipsos;2003-03-28T00:00:00Z;2003-03-17;2003-03-26;2003;Mar 2003;2003-13;12139;0;S;S2;42,1;42,1;8,7;5,1;17,7;12,2;5,1;7,7;NA;1,4;6,7;6,3;1,5;2,2;3,1;3,0;99,38016;NA
Demoskop;2003-04-08T00:00:00Z;2003-03-25;2003-04-04;2003;Apr 2003;2003-15;12150;0;S;S2;39,1;39,1;9,2;4,4;16,5;13,4;6,6;7,7;NA;3,1;6,5;6,3;2,0;2,2;2,5;2,2;99,33539;NA
Sifo;2003-04-15T00:00:00Z;2003-04-01;2003-04-09;2003;Apr 2003;2003-16;12157;0;S;S2;43,4;43,4;7,4;5,0;15,2;13,9;6,2;6,6;NA;2,3;6,5;6,3;2,0;2,2;2,5;2,2;99,33539;NA
Sifo;2003-04-20T00:00:00Z;2003-03-17;2003-04-15;2003;Apr 2003;2003-16;12162;0;S;S2;40,4;40,4;7,9;5,2;15,5;13,9;6,6;8,3;NA;2,2;6,5;6,3;2,0;2,2;2,5;2,2;99,33539;NA
Ipsos;2003-04-25T00:00:00Z;2003-04-14;2003-04-23;2003;Apr 2003;2003-17;12167;0;S;S2;38,5;38,5;9,1;5,4;18,5;15,1;5,9;5,9;NA;1,6;6,5;6,3;2,0;2,2;2,5;2,2;99,33539;NA
Sifo;2003-05-18T00:00:00Z;2003-04-21;2003-05-15;2003;May 2003;2003-20;12190;0;S;S2;38,4;38,4;8,2;5,7;16,6;14,3;6,4;7,7;NA;2,7;6,6;6,4;3,2;2,1;2,2;1,8;99,53504;NA
Ipsos;2003-05-23T00:00:00Z;2003-05-12;2003-05-21;2003;May 2003;2003-21;12195;0;S;S2;35,5;35,5;9,6;4,3;19,4;16,8;5,6;7,0;NA;1,8;6,6;6,4;3,2;2,1;2,2;1,8;99,53504;NA
Sifo;2003-05-26T00:00:00Z;2003-05-12;2003-05-21;2003;May 2003;2003-22;12198;0;S;S2;39,4;39,4;9,0;3,9;21,1;14,5;4,9;5,8;NA;1,4;6,6;6,4;3,2;2,1;2,2;1,8;99,53504;NA
SCB;2003-06-10T00:00:00Z;2003-05-05;2003-06-01;2003;Jun 2003;2003-24;12213;0;S;S2;38,3;38,3;9,1;4,6;16,8;14,5;6,5;8,2;NA;2,0;7,6;6,5;2,6;2,0;2,3;1,6;99,91631;NA
Sifo;2003-06-22T00:00:00Z;2003-05-19;2003-06-17;2003;Jun 2003;2003-25;12225;0;S;S2;36,6;36,6;8,7;5,7;17,7;13,9;6,6;7,9;NA;2,9;7,6;6,5;2,6;2,0;2,3;1,6;99,91631;NA
Ipsos;2003-06-27T00:00:00Z;2003-06-16;2003-06-25;2003;Jun 2003;2003-26;12230;0;S;S2;37,7;37,7;8,9;5,4;17,6;14,3;8,1;6,2;NA;1,8;7,6;6,5;2,6;2,0;2,3;1,6;99,91631;NA
Skop;2003-07-01T00:00:00Z;2003-06-16;2003-07-15;2003;Jul 2003;2003-27;12234;NA;S;S2;37,8;37,8;9,3;4,6;16,5;14,1;7,6;8,0;NA;2,1;6,1;6,6;2,2;1,8;2,5;1,7;100,35440;NA
Sifo;2003-07-04T00:00:00Z;2003-06-23;2003-06-26;2003;Jul 2003;2003-27;12237;0;S;S2;38,7;38,7;9,4;5,5;19,5;14,3;6,6;5,2;NA;0,8;6,1;6,6;2,2;1,8;2,5;1,7;100,35440;NA
Novus;2003-08-15T00:00:00Z;2003-08-04;2003-08-12;2003;Aug 2003;2003-33;12279;1;S;S2;38,5;38,5;8,5;5,1;18,9;14,0;7,0;6,5;NA;1,5;6,4;6,7;1,9;1,7;2,4;1,6;100,72630;NA
Sifo;2003-08-24T00:00:00Z;2003-08-04;2003-08-21;2003;Aug 2003;2003-34;12288;1;S;S2;37,6;37,6;8,5;4,8;18,0;13,7;6,8;8,0;NA;2,6;6,4;6,7;1,9;1,7;2,4;1,6;100,72630;NA
Sifo;2003-08-25T00:00:00Z;2003-08-11;2003-08-19;2003;Aug 2003;2003-35;12289;1;S;S2;40,1;40,1;9,1;4,5;19,8;13,0;5,1;7,4;NA;1,0;6,4;6,7;1,9;1,7;2,4;1,6;100,72630;NA
Ipsos;2003-08-29T00:00:00Z;2003-08-18;2003-08-27;2003;Aug 2003;2003-35;12293;1;S;S2;36,7;36,7;9,6;5,7;18,8;13,0;6,5;7,7;NA;2,0;6,4;6,7;1,9;1,7;2,4;1,6;100,72630;NA
Sifo;2003-09-01T00:00:00Z;2003-08-19;2003-08-27;2003;Sep 2003;2003-36;12296;1;S;S2;35,2;35,2;8,9;4,8;23,2;14,3;6,2;6,1;NA;1,3;6,1;6,8;1,2;1,4;2,4;1,5;100,91750;NA
Sifo;2003-09-08T00:00:00Z;2003-08-17;2003-09-03;2003;Sep 2003;2003-37;12303;1;S;S2;33,4;33,4;11,2;5,2;22,0;16,1;6,5;4,7;NA;0,9;6,1;6,8;1,2;1,4;2,4;1,5;100,91750;NA
Skop;2003-09-10T00:00:00Z;2003-08-18;2003-09-04;2003;Sep 2003;2003-37;12305;1;S;S2;37,4;37,4;9,2;5,3;14,6;14,5;6,9;9,2;NA;2,9;6,1;6,8;1,2;1,4;2,4;1,5;100,91750;NA
Sifo;2003-09-21T00:00:00Z;2003-08-25;2003-09-18;2003;Sep 2003;2003-38;12316;1;S;S2;37,8;37,8;9,9;4,9;17,0;13,6;6,9;7,2;NA;2,7;6,1;6,8;1,2;1,4;2,4;1,5;100,91750;NA
Ipsos;2003-09-26T00:00:00Z;2003-09-15;2003-09-24;2003;Sep 2003;2003-39;12321;1;S;S2;38,1;38,1;8,9;5,9;19,6;13,4;7,3;5,5;NA;1,3;6,1;6,8;1,2;1,4;2,4;1,5;100,91750;NA
Skop;2003-10-19T00:00:00Z;2003-09-19;2003-10-11;2003;Oct 2003;2003-42;12344;1;S;S2;40,5;40,5;8,6;4,8;16,0;13,6;6,3;8,8;NA;1,4;6,3;6,9;1,8;1,2;2,1;1,3;100,65250;NA
Sifo;2003-10-19T00:00:00Z;2003-09-22;2003-10-16;2003;Oct 2003;2003-42;12344;1;S;S2;38,9;38,9;8,3;5,8;18,0;12,7;6,4;7,1;NA;2,8;6,3;6,9;1,8;1,2;2,1;1,3;100,65250;NA
Ipsos;2003-10-31T00:00:00Z;2003-10-20;2003-10-29;2003;Oct 2003;2003-44;12356;1;S;S2;35,7;35,7;9,2;5,8;23,6;12,5;6,7;5,8;NA;0,7;6,3;6,9;1,8;1,2;2,1;1,3;100,65250;NA
Skop;2003-11-09T00:00:00Z;2003-10-20;2003-11-07;2003;Nov 2003;2003-45;12365;1;S;S2;38,6;38,6;7,1;4,9;19,4;14,4;6,8;8,5;NA;0,3;6,7;7,0;1,3;1,2;2,1;1,3;100,27440;NA
Sifo;2003-11-16T00:00:00Z;2003-10-20;2003-11-13;2003;Nov 2003;2003-46;12372;1;S;S2;36,8;36,8;8,9;4,7;19,8;13,7;6,9;6,9;NA;2,3;6,7;7,0;1,3;1,2;2,1;1,3;100,27440;NA
Ipsos;2003-11-28T00:00:00Z;2003-11-17;2003-11-26;2003;Nov 2003;2003-48;12384;1;S;S2;35,1;35,1;8,1;4,2;25,7;14,1;6,2;5,4;NA;1,2;6,7;7,0;1,3;1,2;2,1;1,3;100,27440;NA
SCB;2003-12-11T00:00:00Z;2003-11-03;2003-11-24;2003;Dec 2003;2003-50;12397;1;S;S2;36,9;36,9;9,3;4,5;20,0;13,6;6,6;7,0;NA;2,1;6,7;7,1;0,5;1,0;1,9;1,3;100,20090;NA
Ipsos;2003-12-19T00:00:00Z;2003-12-08;2003-12-17;2003;Dec 2003;2003-51;12405;1;S;S2;35,4;35,4;11,3;4,5;24,6;11,1;6,6;5,2;NA;1,3;6,7;7,1;0,5;1,0;1,9;1,3;100,20090;NA
Sifo;2003-12-21T00:00:00Z;2003-11-17;2003-12-18;2003;Dec 2003;2003-51;12407;1;S;S2;36,9;36,9;8,3;4,9;20,8;13,0;7,0;6,6;NA;2,5;6,7;7,1;0,5;1,0;1,9;1,3;100,20090;NA
Skop;2003-12-22T00:00:00Z;2003-11-18;2003-12-13;2003;Dec 2003;2003-52;12408;1;S;S2;36,2;36,2;9,3;5,6;16,3;14,2;7,6;7,4;NA;3,4;6,7;7,1;0,5;1,0;1,9;1,3;100,20090;NA
Sifo;2004-01-18T00:00:00Z;2004-01-07;2004-01-15;2004;Jan 2004;2004-03;12435;1;S;S2;36,4;36,4;9,5;5,4;20,6;13,0;6,0;7,0;NA;2,1;7,4;7,2;1,7;1,3;1,3;0,7;100,41240;26
Skop;2004-01-26T00:00:00Z;2003-12-17;2004-01-20;2004;Jan 2004;2004-05;12443;1;S;S2;39,0;39,0;9,5;4,8;18,0;13,0;6,7;7,8;NA;1,2;7,4;7,2;1,7;1,3;1,3;0,7;100,41240;26
Ipsos;2004-01-30T00:00:00Z;2004-01-12;2004-01-28;2004;Jan 2004;2004-05;12447;1;S;S2;37,7;37,7;10,0;4,8;24,7;11,5;5,5;4,5;NA;1,3;7,4;7,2;1,7;1,3;1,3;0,7;100,41240;26
YouGov;2004-02-01T00:00:00Z;2004-02-02;2004-02-05;2004;Feb 2004;2004-05;12449;1;S;S2;34,0;34,0;9,7;4,0;24,4;13,0;6,3;6,1;NA;2,5;7,8;7,3;2,0;1,4;0,3;-0,4;100,56620;26
Sifo;2004-02-15T00:00:00Z;2004-02-02;2004-02-12;2004;Feb 2004;2004-07;12463;1;S;S2;38,7;38,7;9,0;4,4;21,1;13,7;5,3;5,5;NA;2,3;7,8;7,3;2,0;1,4;0,3;-0,4;100,56620;26
Skop;2004-02-27T00:00:00Z;2004-01-19;2004-02-20;2004;Feb 2004;2004-09;12475;1;S;S2;38,4;38,4;9,6;4,6;17,3;14,5;6,7;7,1;NA;1,8;7,8;7,3;2,0;1,4;0,3;-0,4;100,56620;26
Ipsos;2004-02-27T00:00:00Z;2004-01-29;2004-02-25;2004;Feb 2004;2004-09;12475;1;S;S2;36,9;36,9;10,8;5,2;22,1;12,0;5,6;5,8;NA;1,6;7,8;7,3;2,0;1,4;0,3;-0,4;100,56620;26
Skop;2004-03-14T00:00:00Z;2004-02-16;2004-03-12;2004;Mar 2004;2004-11;12491;1;S;S2;38,1;38,1;8,4;4,6;17,7;14,4;5,9;7,8;NA;3,1;7,8;7,3;2,0;1,5;0,6;-0,2;100,43180;32
Sifo;2004-03-14T00:00:00Z;2004-03-01;2004-03-11;2004;Mar 2004;2004-11;12491;1;S;S2;39,5;39,5;8,6;5,2;19,6;12,7;5,8;5,9;NA;2,7;7,8;7,3;2,0;1,5;0,6;-0,2;100,43180;32
Ipsos;2004-03-26T00:00:00Z;2004-02-26;2004-03-24;2004;Mar 2004;2004-13;12503;1;S;S2;38,0;38,0;9,5;5,4;24,1;10,5;5,9;5,2;NA;1,4;7,8;7,3;2,0;1,5;0,6;-0,2;100,43180;32
Sifo;2004-04-03T00:00:00Z;2004-03-23;2004-03-31;2004;Apr 2004;2004-14;12511;1;S;S2;38,3;38,3;9,9;5,7;25,7;9,1;5,7;3,8;NA;1,8;7,4;7,4;1,1;1,7;1,1;0,2;100,34420;16
Skop;2004-04-18T00:00:00Z;2004-03-17;2004-04-10;2004;Apr 2004;2004-16;12526;1;S;S2;38,7;38,7;8,8;5,2;19,1;12,9;5,9;7,4;NA;2,0;7,4;7,4;1,1;1,7;1,1;0,2;100,34420;16
Sifo;2004-04-18T00:00:00Z;2004-04-05;2004-04-15;2004;Apr 2004;2004-16;12526;1;S;S2;38,2;38,2;8,5;4,9;20,8;12,8;6,6;5,6;NA;2,6;7,4;7,4;1,1;1,7;1,1;0,2;100,34420;16
Ipsos;2004-04-30T00:00:00Z;2004-03-25;2004-04-28;2004;Apr 2004;2004-18;12538;1;S;S2;38,6;38,6;9,1;5,2;24,8;11,3;5,4;4,0;NA;1,6;7,4;7,4;1,1;1,7;1,1;0,2;100,34420;16
Skop;2004-05-16T00:00:00Z;2004-04-16;2004-05-14;2004;May 2004;2004-20;12554;1;S;S2;37,9;37,9;9,9;3,3;19,1;13,3;7,0;6,5;NA;3,0;7,9;7,4;0,8;1,8;1,5;0,6;100,24600;18
Sifo;2004-05-16T00:00:00Z;2004-05-03;2004-05-13;2004;May 2004;2004-20;12554;1;S;S2;38,5;38,5;10,0;5,5;20,6;11,6;4,6;6,4;NA;2,8;7,9;7,4;0,8;1,8;1,5;0,6;100,24600;18
Ipsos;2004-05-28T00:00:00Z;2004-04-29;2004-05-26;2004;May 2004;2004-22;12566;1;S;S2;37,3;37,3;10,7;4,6;23,4;11,7;5,5;5,0;NA;1,8;7,9;7,4;0,8;1,8;1,5;0,6;100,24600;18
SCB;2004-06-17T00:00:00Z;2004-05-03;2004-05-27;2004;Jun 2004;2004-25;12586;1;S;S2;37,7;37,7;9,5;4,6;21,6;11,7;6,6;6,2;NA;2,1;8,7;7,4;3,0;1,8;1,2;0,4;100,22000;20
Ipsos;2004-06-25T00:00:00Z;2004-05-27;2004-06-23;2004;Jun 2004;2004-26;12594;1;S;S2;35,2;35,2;11,8;5,9;22,9;10,7;6,8;4,8;NA;1,9;8,7;7,4;3,0;1,8;1,2;0,4;100,22000;20
Skop;2004-07-18T00:00:00Z;2004-06-19;2004-07-08;2004;Jul 2004;2004-29;12617;1;S;S2;37,6;37,6;9,0;5,8;18,5;12,6;6,8;6,9;NA;2,8;6,8;7,4;0,5;2,1;1,3;0,6;100,34450;6
Ipsos;2004-08-27T00:00:00Z;2004-08-09;2004-08-25;2004;Aug 2004;2004-35;12657;1;S;S2;35,9;35,9;10,8;6,1;23,5;9,8;6,7;5,2;NA;2,0;6,8;7,4;1,8;2,1;1,2;0,5;100,55750;13
Sifo;2004-08-29T00:00:00Z;2004-08-16;2004-08-26;2004;Aug 2004;2004-35;12659;1;S;S2;34,6;34,6;8,8;5,9;23,2;12,8;6,5;6,4;NA;1,8;6,8;7,4;1,8;2,1;1,2;0,5;100,55750;13
Demoskop;2004-09-06T00:00:00Z;2004-08-24;2004-09-01;2004;Sep 2004;2004-37;12667;1;S;S2;33,0;33,0;10,5;5,8;27,3;10,2;6,7;5,6;NA;0,9;7,3;7,4;2,4;2,3;1,2;0,5;100,73490;30
Skop;2004-09-19T00:00:00Z;2004-08-27;2004-09-18;2004;Sep 2004;2004-38;12680;1;S;S2;37,6;37,6;7,9;4,6;20,1;13,1;6,9;7,0;NA;2,8;7,3;7,4;2,4;2,3;1,2;0,5;100,73490;30
Sifo;2004-09-19T00:00:00Z;2004-09-06;2004-09-16;2004;Sep 2004;2004-38;12680;1;S;S2;33,1;33,1;9,0;5,4;23,5;12,4;8,0;5,2;NA;3,4;7,3;7,4;2,4;2,3;1,2;0,5;100,73490;30
Ipsos;2004-09-24T00:00:00Z;2004-08-25;2004-09-22;2004;Sep 2004;2004-39;12685;1;S;S2;33,1;33,1;9,9;5,3;26,6;11,7;6,3;4,5;NA;2,6;7,3;7,4;2,4;2,3;1,2;0,5;100,73490;30
Sifo;2004-09-27T00:00:00Z;2004-09-14;2004-09-22;2004;Sep 2004;2004-40;12688;1;S;S2;34,7;34,7;8,8;5,9;27,1;11,0;5,5;4,0;NA;3,0;7,3;7,4;2,4;2,3;1,2;0,5;100,73490;30
Demoskop;2004-10-06T00:00:00Z;2004-09-28;2004-10-05;2004;Oct 2004;2004-41;12697;1;S;S2;33,8;33,8;9,1;5,7;27,7;12,9;5,7;2,7;NA;2,4;6,5;7,4;-0,8;2,4;1,4;0,8;100,84100;38
Ipsos;2004-10-15T00:00:00Z;2004-09-23;2004-10-13;2004;Oct 2004;2004-42;12706;1;S;S2;35,0;35,0;8,2;5,3;28,8;10,9;5,4;4,1;NA;2,3;6,5;7,4;-0,8;2,4;1,4;0,8;100,84100;38
Sifo;2004-10-17T00:00:00Z;2004-10-04;2004-10-14;2004;Oct 2004;2004-42;12708;1;S;S2;36,3;36,3;7,1;4,1;24,3;12,0;7,7;5,7;NA;2,8;6,5;7,4;-0,8;2,4;1,4;0,8;100,84100;38
Ipsos;2004-10-29T00:00:00Z;2004-10-14;2004-10-27;2004;Oct 2004;2004-44;12720;1;S;S2;37,6;37,6;6,6;5,1;29,4;9,9;5,7;4,0;NA;1,7;6,5;7,4;-0,8;2,4;1,4;0,8;100,84100;38
Demoskop;2004-11-04T00:00:00Z;2004-10-25;2004-11-01;2004;Nov 2004;2004-45;12726;1;S;S2;39,1;39,1;7,6;3,6;27,4;9,7;6,9;3,6;NA;2,1;6,9;7,4;3,0;2,4;1,1;0,4;100,95400;39
Sifo;2004-11-11T00:00:00Z;2004-10-27;2004-11-09;2004;Nov 2004;2004-46;12733;1;S;S2;36,9;36,9;6,7;5,2;24,7;12,7;6,3;5,2;NA;2,3;6,9;7,4;3,0;2,4;1,1;0,4;100,95400;39
Ipsos;2004-11-12T00:00:00Z;2004-10-28;2004-11-10;2004;Nov 2004;2004-46;12734;1;S;S2;36,2;36,2;8,4;6,5;26,2;10,5;5,9;3,9;NA;2,4;6,9;7,4;3,0;2,4;1,1;0,4;100,95400;39
Skop;2004-11-22T00:00:00Z;2004-10-30;2004-11-18;2004;Nov 2004;2004-48;12744;1;S;S2;39,9;39,9;7,9;5,2;19,8;13,4;5,6;6,4;NA;1,8;6,9;7,4;3,0;2,4;1,1;0,4;100,95400;39
Ipsos;2004-11-26T00:00:00Z;2004-11-11;2004-11-24;2004;Nov 2004;2004-48;12748;1;S;S2;34,6;34,6;6,5;6,2;28,2;11,7;6,5;4,4;NA;1,9;6,9;7,4;3,0;2,4;1,1;0,4;100,95400;39
Demoskop;2004-12-06T00:00:00Z;2004-11-24;2004-12-01;2004;Dec 2004;2004-50;12758;NA;S;S2;39,0;39,0;5,8;5,2;25,9;10,9;6,8;4,0;NA;2,4;7,2;7,4;2,1;2,6;1,0;0,3;101,07810;36
SCB;2004-12-09T00:00:00Z;2004-11-01;2004-11-26;2004;Dec 2004;2004-50;12761;1;S;S2;37,9;37,9;7,6;4,7;23,4;12,0;6,7;5,5;NA;2,2;7,2;7,4;2,1;2,6;1,0;0,3;101,07810;36
Ipsos;2004-12-17T00:00:00Z;2004-11-25;2004-12-15;2004;Dec 2004;2004-51;12769;NA;S;S2;35,4;35,4;8,1;4,8;27,9;10,7;5,9;4,9;NA;2,3;7,2;7,4;2,1;2,6;1,0;0,3;101,07810;36
Skop;2004-12-19T00:00:00Z;2004-11-22;2004-12-15;2004;Dec 2004;2004-51;12771;NA;S;S2;38,0;38,0;7,8;4,0;19,9;13,3;6,2;7,0;NA;3,8;7,2;7,4;2,1;2,6;1,0;0,3;101,07810;36
Sifo;2004-12-19T00:00:00Z;2004-12-06;2004-12-16;2004;Dec 2004;2004-51;12771;2;S;S2;35,5;35,5;7,0;5,7;25,1;12,7;6,5;4,6;NA;2,9;7,2;7,4;2,1;2,6;1,0;0,3;101,07810;36
Demoskop;2005-01-12T00:00:00Z;2005-01-04;2005-01-11;2005;Jan 2005;2005-02;12795;2;S;S2;37,5;37,5;6,7;2,7;27,4;12,5;6,7;4,7;NA;1,8;7,3;7,5;1,6;2,4;0,8;0,0;100,95050;30
Sifo;2005-01-17T00:00:00Z;2005-01-11;2005-01-15;2005;Jan 2005;2005-03;12800;2;S;S2;35,3;35,3;6,6;5,1;28,6;11,4;5,2;4,3;NA;3,5;7,3;7,5;1,6;2,4;0,8;0,0;100,95050;30
Sifo;2005-01-23T00:00:00Z;2005-01-10;2005-01-20;2005;Jan 2005;2005-03;12806;2;S;S2;35,0;35,0;7,3;5,7;24,3;12,8;6,6;5,3;NA;3,0;7,3;7,5;1,6;2,4;0,8;0,0;100,95050;30
